path,planned_action,category,reason,needed_for_reproducibility,safe_to_ignore_for_final_reading
.git/COMMIT_EDITMSG,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/28/b204eb189f1ade56a12766c3244f7e828c2a39,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/29/932c1b4e1a7d5a556c117fa48a711bd2181a69,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/29/9eba10acc5735b3cde1840e91f8dc1d1ec79e7,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/29/e33be5ec1ab3a7dc0500aed276532a695d0741,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2a/686f4b8ab6c7b4f29ffabb55ed57823e073e8d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2a/6e40f8b0136126e67e81597828509d8811263b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2b/282800be4bcd5f1dc7308393c1642702fed9e6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2b/4d4a8862397b618ad03861c66e8d7cb8ae09ff,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2b/f32660898a1ac2fa4eb5b2846c873091e7396e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2c/08a26193f4777c84a4cba48081d1737ab816ff,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2c/237cb1148b9c70008ab0074b670dd79a7e04d3,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2c/3261cab96c5a0fc244dec908c56b4abf9b5d57,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2c/700d9113942aba9a3ec6754e882a0050d70238,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2d/00bdba22f7d05e157aaecd99ad91cba1bc7a55,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2d/26462406972ab8db45aa1c39e3fce82262c391,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2d/37d5fafb7026cbc504a14b5bf77b90ddadf252,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2d/441c0d8ee2ddbca139e5dfa8c880b64b55dae8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2d/7f255171bcd4175784fc4c5e00b1f45fd8ef9e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2d/bc1372393940244b99d8b0e68083a91d0b086e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2d/f7135d9f3dc04ba7a910406a3e5a1990bed749,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2e/12c37376751484ae9964fc85ff86150b87b2a7,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2e/ded51dae6f8dc48cba549f9bcbc3d51d5730b0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2f/301028c395383a66a611c50e9d82f95d7a7239,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/2f/c5701ac88bfa4db028507985c046936b32e7c5,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/31/20ed42cc7c483512dae0949ccdbef05923a95f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/31/77b7a55e60a34ee32ec06cffaba2440718a647,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/31/8eefd9d77b414565f5e9c20f3308bb22afa558,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/31/9714841550b76eddca0d5d7ad4917bdd1dc694,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/31/c134851b93a57cfbb417558345d273528aa3b8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/31/c5566da02a28bb1b70d5e051777f65d2e216f5,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/31/c63eeb8cc17f3d4f249ecc220cc81e25e5aae0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/32/6eecdd20cbc5a87dc41fced5a288b844309d9e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/32/e7e3380302cd4b0d88d35aeb667310064825a0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/32/f2c09fa0049fab604ddb5a6b3e9e0bb0ddca5c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/33/25bfb2128b82b99ce350ab259f279985116518,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/33/2b91726f5f9c2173356e52750d363cde910e5c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/33/87d9957627540c318c60efe77f9d4a3f3f443e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/34/0e439982976138c7aa33b32f62798f729bd885,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/34/7c4ff72bbd5238a9c8642568e5f0ad9ac9ae6b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/34/bbf21f42872a36444a7a69de37af936b82001a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/35/056a112d270969cb0af79c7924a47e2de88b92,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/35/1c8950d2234bd13f887ea32291c63cbeec3185,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/35/3cd897784cd23817c74c28b36a7a4bcd014b4b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/35/4ad35ec60b0a69b84417394599443e0f280afe,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/35/6826c2b3f3d4a8ff38cdf36873320f03409ff1,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/35/b8d6423c5bea45c54550b07f45ed71893d2efc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/36/5d06f7848b2545b5c8217f852fdc3717cebf73,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/36/8de2264dcde56e463baf121aaa7453592e164c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/36/e532663fcd51e7b65517bf52418d6228493970,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/36/fd2ce108c0890a82cec6bb63d788c44c457e4a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/37/008ad12a752ed80c2f3fe30b853c00624758ea,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/37/315945743a376907118fd97695991fbb9b0682,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/37/48bb2bd154a7927f79113d948f2fba58239f1d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/37/55ebbcefdbb3fd7ccc106fa039ea36742b01be,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/37/e376eb6df2e8565472008843fd0091399b9dbb,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/37/e5cee40ec2921676998526fd47eed16f61d01f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/37/f462346dc20032ea4552cc476483fd2ec5072d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/38/638d40258a1410a19fd216b6ef55235cc9dd64,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/38/a6f79af6af5aac8e679c0832fdb9754fb4cf49,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/38/bd09c5be2281904acd72c06779d3b9e7d5f4dd,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/39/098df1f72f1d323643c79774ffb41040f7f0c0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/39/1b4d4165b95e484f72bcf6a4b2d6622bcdfcfa,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/39/380220dc0ba76cc8c79e797fee87ae5448635e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/39/a1af99f70ae1066a3213f0e4492ee35adc2f6e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/39/ba6a5a749697446119e4c8c40741aca84dd583,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/39/e6b324fec21f9ae626ddb29bc32f09871931e0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/39/e787886d3797e1ec56cab57785841d86a73899,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3a/a713e5e5ca4db7d3f3a3e97cd1c9b4db423319,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3a/aab1e28c429e4b8de1d735ff56b6029554ef39,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3a/c4442b5c9e54038700ced861bf64b10eed5df4,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3b/26fe13bf4af35b0fb50618a887cda2be4d003a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3b/7f4f2a67051abbd907554002d95e5ddf613772,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3b/8ec4c721cd1c2ba701a42cabb83d236964a710,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3b/b6c1c10a4546fb9c3ff7c3511294ac81f23e92,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3b/edb91a88fcd075a77458add26d6ac1f8e2870d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3b/edd64cc7a9a6223077abcd8bf5aa0bdcb9794f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3c/07a294cfa36de4397b78c33c18c324be8f75ba,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3c/3ac518b8ca749ee7d88ca4dfab8aeecea94ce8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3c/5ec20aadb4205eaa1bf771d0335931c1cb765a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3c/b190505614d844f3690c01ec77393d74870a5f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3d/740dba5fde5990933b1ed0882178edd2f80cb4,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3d/d7b076c3fc36ccaa8411cadadd147c35029dd9,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3d/f90ab5f9633ab46e592a16cdbd1decf479d4bc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3e/0f60760da0c854030193383f35a0c0258856fc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3e/4e8ca01d0d4ae4840d765b52c0e0f70d4510fb,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3e/5a23061d7fab7c5a9d36c68c7af0af338e523b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3e/65950d01229bc45fe4d9f5e144b2561be31db8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3e/8d8ce3ace8004bde2162e1158f1ba8988499a0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3e/a45ecf73d70c464678895fbe594fe089975834,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3e/f68abbc429f6be5823d9a8adf935fd0ea98c82,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3f/50fad8eda05f44c7605943e3317af306f31564,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3f/6ab09300f9db03611bb24614fc352c174d066c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3f/6ff13df5cd2db57f65c1503ff7a7f9e3d0df8e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/3f/b32bc92b09b12d239609fd0099e6fa3461b729,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/40/150633838ab3886a8e0cecc26d1fb00adefecc,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/40/22a118a413b14dca36013c49ccf31acfdab7e6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/40/5b3cdcbed805e9ea2f68593ebd89dd9ca9fa3b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/40/a45aa03d7cd0088c40405c2207ffed2a928f5f,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/41/894b2959b835935930404666d2c411da8fce4d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/41/b854dd3d8db443694707b95681a52985cca343,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/41/c66175be888116db55e8e7493b7dcae07b2337,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/41/f16d613066dde19c45db55cf357d5a0c1a159c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/42/22e3679d1aa7fc3fad3a4dfd99323c7c6f71b6,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/42/2c7c33328d61482db68e704e21390e14e42e56,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/42/5b92948ffa26bcbad0da71ac7b893bb29c665d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/42/888fd2073915bffd8d2f1499f65a72b54bff32,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/42/8b1446dc20c9ffc2fbf95c89e90ec285b1610a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/42/a20d8fd96df95730f2b7ca9e279cc3b1247145,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/43/164a8fec222a26873e3bb8b175148a8e36fd99,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/43/32c2b6471804a97cab4b57b47031489d0b978a,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/43/451c728e263aefb666aada92ed1a15522082a4,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/43/8ec31a614610bad3568f7fa98cc57cfb54e067,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/43/924129a2eeed86522a7878b658b87c4387302d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/43/fb2609e96c71917eab86a6035a70bcf5d75fbf,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/44/0f1fdd0bfaf4e3241e74d0c15086bf59cc8433,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/44/49a8506a35409bd87ba9962121fbbca181e05e,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/44/c0dce272edace5e1e63b78184e38f8d24aeb3b,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/44/c93d1e894a31b5cc16e3dd7dbabab67b1c3c34,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/44/f8504f2b63b1d9ffd282b40c6696887dd52530,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/45/073f0ebbd45f3ea664697f9959a47daecdd724,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/46/060beedde91517750033c4c1bb9bebcbe6f9b5,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/46/20065dfec363dac85e4fa7208771c7eff913c4,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/46/818b8d2a1d1f208f451bb69563cbb4605402a8,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/46/b47497f0485121b999f182628bf72400c104aa,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/46/bd11a0dfb39c87103a391ef4e06ae610df737d,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/46/ee84ff7eb76656fc2965a452e2ad5c629eccc7,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/47/32ed3a3704f108f3c923b3a8fb56ce2c21728c,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/47/b5782980e3cda6780d2f59648b5c778be033a0,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/47/bcb373c015749661df39b73613fef60cb54ddf,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/47/e1ee2749497a78abee0ac769140b44c6b2fe10,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
.git/objects/47/ffed2ec0a50a3442743d8bb3c7285c0bfa3924,none,REVIEW_MANUALLY,Unclassified file; keep until manually reviewed.,False,False
